ID,商家名稱,省,地址,商家類型,設備類型,累計租借數,累計歸還數,入駐時間,点位,経度,緯度,週一營業時間,週二營業時間,週三營業時間,週四營業時間,週五營業時間,週六營業時間,週日營業時間,新商家類型(python 字典)(子榕),離捷運/火車站距離(抓api爬下來)(恩嘉),是否內用(有就當賺到),座位數(有就當賺到),"google, fb 評價(爬蟲)(恩嘉)",loc,mrt,mrt 中文,time
27883,茶軒咖啡館,新北市,新北市汐止區大同路二段253號1樓,餐飲美食,3.0 Android 横屏5口,54,67,2020/5/5 17:52,显示,121.6536578,25.0656431,"08:00:00,22:00:00","08:00:00,22:00:00","08:00:00,22:00:00","08:00:00,22:00:00","08:00:00,22:00:00","08:00:00,22:00:00","08:00:00,22:00:00",,,,,4,"(25.06564310000001, 121.6536578)",,,
27891,Freedom Bistro 享自由餐酒館,新北市,新北市汐止區大同路二段458號1F,餐飲美食,,42,46,2020/5/5 10:09,显示,121.6601622,25.0674049,"17:00:00,02:00:00","17:00:00,02:00:00","17:00:00,02:00:00","17:00:00,02:00:00","17:00:00,02:00:00","17:00:00,02:00:00","17:00:00,02:00:00",,,,,4.4,"(25.0674049, 121.6601622)",,,
27885,瘋桌遊益智遊戲專賣店(汐止店),新北市,新北市汐止區仁愛路160號,生活服務,,10,9,2020/5/5 10:07,显示,121.6641211,25.0649229,"14:00:00,22:00:00","14:00:00,22:00:00","14:00:00,22:00:00","14:00:00,22:00:00","14:00:00,22:00:00","14:00:00,22:00:00","14:00:00,22:00:00",,,,,4,"(25.0649229, 121.66412109999999)",,,
28149,黑丸嫩仙草(汐止福德店),新北市,新北市汐止區茄苳路252號,餐飲美食,3.0 Android 横屏5口,15,18,2020/5/5 10:05,显示,121.671552,25.068262,"11:30:00,20:30:00","11:30:00,20:30:00","11:30:00,20:30:00","11:30:00,20:30:00","11:30:00,20:30:00","11:30:00,20:30:00","11:30:00,20:30:00",,,,,4.3,"(25.068262, 121.671552)",,,
28146,MTB 米堤銀行鮮奶茶飲專賣店(三峽分行),新北市,新北市三峽區大同路45號,餐飲美食,3.0 Android 横屏5口,38,42,2020/4/27 11:47,显示,121.3760082,24.9277045,"10:00:00,21:00:00","10:00:00,21:00:00","10:00:00,21:00:00","10:00:00,21:00:00","10:00:00,21:00:00","10:00:00,21:00:00","10:00:00,21:00:00",,,,,4.6,"(24.9277045, 121.37600819999999)",,,
28147,冰燕手作冰品,新北市,新北市三峽區民權街103號,餐飲美食,3.0 Android 横屏5口,15,14,2020/4/27 11:37,显示,121.3693011,24.9326993,"09:30:00,20:30:00","09:30:00,20:30:00","09:30:00,20:30:00","09:30:00,20:30:00","09:30:00,20:30:00","09:30:00,20:30:00","09:30:00,20:30:00",,,,,4.5,"(24.932699300000003, 121.36930109999999)",,,
28251,阿宗芋冰城(三峽分店),新北市,新北市三峽區民權街132號,餐飲美食,3.0 Android 横屏5口,19,10,2020/4/27 11:35,显示,121.3687009,24.9319958,"12:00:00,18:00:00","12:00:00,18:00:00","12:00:00,18:00:00","12:00:00,18:00:00","12:00:00,18:00:00","12:00:00,18:00:00","12:00:00,18:00:00",,,,,3.9,"(24.93199580000001, 121.36870090000001)",,,
28587,和運租車樹林站,新北市,新北市樹林區保安街一段276號,生活服務,3.0 Android 横屏5口,22,16,2020/4/24 15:12,显示,121.4195447,24.9971203,"08:30:00,19:30:00","08:30:00,19:30:00","08:30:00,19:30:00","08:30:00,19:30:00","08:30:00,21:30:00","08:30:00,21:30:00","08:30:00,21:30:00",,,,,4,"(24.997120300000002, 121.41954469999999)",,,
28122,300壯士俱樂部 跨時代健身中心(三重店),新北市,新北市三重區正義北路154號B1,運動,3.0 Android 竖屏20口,435,552,2020/4/14 11:11,显示,121.496489,25.066273,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,4.4,"(25.066273000000002, 121.496489)",,,
27839,韓䂜䂜研究院,新北市,新北市新莊區中正路435號,餐飲美食,3.0 Android 横屏5口,31,38,2020/4/13 11:21,显示,121.44348,25.034103,"17:00:00,23:45:00","17:00:00,23:45:00","17:00:00,23:45:00","17:00:00,23:45:00","17:00:00,23:45:00","17:00:00,23:45:00","17:00:00,23:45:00",,,,,4.8,"(25.034102999999998, 121.44348000000001)",,,
28148,勇伯豆花(三峽店),,新北市三峽區民權街139號,餐飲美食,,0,0,2020/4/12 2:48,显示,0,0,"11:00:00,20:00:00","11:00:00,20:00:00","11:00:00,20:00:00","11:00:00,20:00:00","11:00:00,20:00:00","11:00:00,20:00:00","11:00:00,20:00:00",,,,,3.5,"(0.0, 0.0)",,,
27671,胖老爹美式炸雞(鶯桃店),,新北市鶯歌區鶯桃路140號,餐飲美食,,0,0,2020/4/8 12:28,显示,0,0,"11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00",,,,,4.1,"(0.0, 0.0)",,,
27723,全家便利商店(中和新慶店),新北市,新北市中和區員山路137號1樓,生活服務,3.0 Android 横屏5口,150,243,2020/4/8 12:04,显示,121.481,24.996016,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,4.1,"(24.996016, 121.48100000000001)",,,
27729,全家便利商店(中和民德店),新北市,新北市中和區壽德里壽德街26號1樓,生活服務,3.0 Android 横屏5口,151,230,2020/4/7 18:59,显示,121.4666868,24.9942666,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.2,"(24.994266600000003, 121.4666868)",,,
27720,全家便利商店(中和莒城店),新北市,新北市中和區莒光路181 號,生活服務,3.0 Android 横屏5口,195,306,2020/4/7 18:58,显示,121.4727016,24.9991413,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.1,"(24.9991413, 121.47270159999998)",,,
25626,發現生活園藝休閒花園,臺北市,台北市北投區竹子湖路35-1號,餐飲美食,3.0 Android 横屏5口,16,7,2020/3/7 18:14,显示,121.533416,25.171741,"10:30:00,20:00:00","10:30:00,20:00:00","10:30:00,20:00:00","10:30:00,20:00:00","10:30:00,20:00:00","10:30:00,20:00:00","10:30:00,20:00:00",,,,,4.4,"(25.171741, 121.53341599999999)",,,
21648,胖老爹美式炸雞(木新店),臺北市,台北市文山區木新路三段311號,餐飲美食,3.0 Android 横屏5口,86,123,2020/3/6 11:55,显示,121.556893,24.980602,"15:00:00,23:00:00","15:00:00,23:00:00","15:00:00,23:00:00","15:00:00,23:00:00","15:00:00,23:00:00","15:00:00,23:00:00","15:00:00,23:00:00",,,,,3.3,"(24.980601999999998, 121.55689299999999)",,,
21684,赤鳥家 燒肉丼,臺北市,台北市士林區光華路26巷1之3號左側店面,餐飲美食,3.0 Android 横屏5口,19,15,2020/3/5 16:25,显示,121.542325,25.137299,"11:30:00,19:30:00","11:30:00,19:30:00","11:30:00,19:30:00","11:30:00,19:30:00","11:30:00,19:30:00","11:30:00,19:30:00","11:30:00,19:30:00",,,,,4.1,"(25.137299, 121.542325)",,,
21687,主義TeaHouse,臺北市,台北市士林區光華路26巷3號,餐飲美食,3.0 Android 横屏5口,329,312,2020/3/5 15:37,显示,121.54186,25.137258,"11:00:00,23:00:00","11:00:00,23:00:00","11:00:00,23:00:00","11:00:00,23:00:00","11:00:00,23:00:00","11:00:00,23:00:00","11:00:00,23:00:00",,,,,4,"(25.137258, 121.54186000000001)",,,
25770,Stanlee車車,臺北市,台北市內湖區洲子街12號,交通樞紐,"3.0 Android 横屏5口,3.0 Android 横屏5口,3.0 Android 横屏5口",555,581,2020/3/3 12:04,显示,1,1,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,4.2,"(1.0, 1.0)",,,
21693,磨子Mill,臺北市,台北市士林區至善路二段449號,餐飲美食,3.0 Android 横屏5口,68,61,2020/2/24 14:32,显示,121.55692,25.109034,"12:00:00,18:00:00","12:00:00,18:00:00","12:00:00,18:00:00","12:00:00,18:00:00","12:00:00,18:00:00","12:00:00,18:00:00","12:00:00,18:00:00",,,,,4.1,"(25.109034, 121.55691999999999)",,,
22178,大豐花園餐廳,臺北市,台北市士林區至善路三段230號,餐飲美食,,5,5,2020/2/24 14:03,显示,121.581836,25.1196635,"11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00",,,,,3.9,"(25.1196635, 121.58183600000001)",,,
43726,日藥本舖 三峽北大門市,新北市,新北市三峽區大學路117號,賣場與商店,3.0 Android 横屏5口,38,47,2020/12/21 15:13,显示,121.3750528,24.9430311,"09:30:00,22:00:00","09:30:00,22:00:00","09:30:00,22:00:00","09:30:00,22:00:00","09:30:00,22:00:00","09:30:00,22:00:00","09:30:00,22:00:00",,,,,3,"(24.943031100000002, 121.37505279999999)",,,
43723,日藥本舖 新莊門市,新北市,新北市新莊區幸福路763號之5,賣場與商店,3.0 Android 横屏5口,35,35,2020/12/20 16:03,显示,121.4478498,25.0488583,"10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00",,,,,3.5,"(25.04885830000001, 121.44784979999999)",,,
43724,日藥本舖 淡水老街門市,新北市,新北市淡水區中正路55號,賣場與商店,3.0 Android 横屏5口,118,94,2020/12/18 15:26,显示,121.4418236,25.16932,"10:00:00,21:00:00","10:00:00,21:00:00","10:00:00,21:00:00","10:00:00,21:00:00","10:00:00,21:00:00","10:00:00,21:00:00","10:00:00,21:00:00",,,,,4.1,"(25.16932000000001, 121.4418236)",,,
42712,吉野家(樹林店),新北市,新北市樹林區中山路一段115-4號,餐飲美食,3.0 Android 横屏5口,47,49,2020/12/16 19:55,显示,121.4227373,24.9900862,"09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00",,,,,3.6,"(24.9900862, 121.4227373)",,,
43192,全家便利商店(三峽新介壽店),新北市,新北市三峽區介壽路三段１７６號,賣場與商店,3.0 Android 横屏5口,9,14,2020/12/14 20:16,显示,121.4028368,24.9442003,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,4.2,"(24.9442003, 121.4028368)",,,
43200,全家便利商店(三峽錦隆店),新北市,新北市三峽區國光街１號,賣場與商店,3.0 Android 横屏5口,16,29,2020/12/14 20:16,显示,121.3756235,24.9366513,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.7,"(24.9366513, 121.3756235)",,,
43199,全家便利商店(三峽民權店),新北市,新北市三峽區民權街２３１號,賣場與商店,3.0 Android 横屏5口,4,10,2020/12/14 20:09,显示,121.3679283,24.9279987,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,2.9,"(24.9279987, 121.3679283)",,,
43188,全家便利商店(三峽大同店),新北市,新北市三峽區光明路１００之６號,賣場與商店,3.0 Android 横屏5口,12,14,2020/12/14 20:05,显示,121.376048,24.927953,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,2,"(24.927953, 121.376048)",,,
43190,全家便利商店(三峽同發店),新北市,新北市三峽區大同路３－１號,賣場與商店,3.0 Android 横屏5口,14,21,2020/12/14 20:05,显示,121.3785248,24.9299258,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,2.2,"(24.9299258, 121.3785248)",,,
43191,全家便利商店(三峽金同店),新北市,新北市三峽區大同路１９６之１號,賣場與商店,3.0 Android 横屏5口,2,13,2020/12/14 19:51,显示,121.371242,24.92715,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,2.7,"(24.92715, 121.371242)",,,
43189,全家便利商店(三峽光明店),新北市,新北市三峽區光明路６號,賣場與商店,3.0 Android 横屏5口,43,51,2020/12/14 17:35,显示,121.3730727,24.931236,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,2.9,"(24.931236, 121.3730727)",,,
43197,全家便利商店(三峽三樹店),新北市,新北市三峽區龍埔里三樹路２５７號,賣場與商店,3.0 Android 横屏5口,14,23,2020/12/14 17:34,显示,121.3790432,24.9431788,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.8,"(24.9431788, 121.3790432)",,,
43167,全家便利商店(淡水濱海店),新北市,新北市淡水區濱海路一段３０８號,賣場與商店,3.0 Android 横屏5口,29,45,2020/12/14 16:16,显示,121.4404722,25.1895974,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.9,"(25.1895974, 121.4404722)",,,
43170,全家便利商店(淡水沙崙店),新北市,新北市淡水區沙崙里沙崙路１４９號,賣場與商店,3.0 Android 横屏5口,36,54,2020/12/14 16:15,显示,121.4235733,25.183297,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,4,"(25.183297, 121.4235733)",,,
43162,全家便利商店(淡水義山店),新北市,新北市淡水區新市一路一段１０３號,賣場與商店,3.0 Android 横屏5口,33,56,2020/12/14 16:15,显示,121.4312281,25.1870148,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.8,"(25.1870148, 121.4312281)",,,
43166,全家便利商店(淡水新園店),新北市,新北市淡水區新民街７８號,賣場與商店,3.0 Android 横屏5口,39,58,2020/12/14 16:13,显示,121.4385809,25.1764671,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.3,"(25.1764671, 121.43858090000002)",,,
43163,全家便利商店(淡水旭陞店),新北市,新北市淡水區新興里新生街５３號,賣場與商店,3.0 Android 横屏5口,22,29,2020/12/14 16:12,显示,121.4400679,25.1797101,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,4.1,"(25.1797101, 121.4400679)",,,
43160,全家便利商店(淡水淡水店),新北市,新北市淡水區博愛街１４號,賣場與商店,3.0 Android 横屏5口,51,64,2020/12/14 16:11,显示,121.4460691,25.1697631,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.9,"(25.1697631, 121.44606909999999)",,,
43159,全家便利商店(淡水水源店),新北市,新北市淡水區水源街一段１２４號,賣場與商店,3.0 Android 横屏5口,31,42,2020/12/14 16:11,显示,121.4473811,25.1716396,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,4,"(25.171639600000002, 121.4473811)",,,
43171,全家便利商店(淡水新莊店),新北市,新北市淡水區淡金路一段１６６號,賣場與商店,3.0 Android 横屏5口,36,35,2020/12/14 16:09,显示,121.4540697,25.180055,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.6,"(25.180055, 121.45406969999999)",,,
43161,全家便利商店(淡水凱旋店),新北市,新北市淡水區義山路一段２１６號,賣場與商店,3.0 Android 横屏5口,39,56,2020/12/14 14:04,显示,121.4384511,25.1909205,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,5,"(25.190920499999997, 121.4384511)",,,
43172,全家便利商店(淡水源德店),新北市,新北市淡水區水源街一段１號,賣場與商店,3.0 Android 横屏5口,32,44,2020/12/14 14:00,显示,121.442519,25.1725524,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,2,"(25.172552399999997, 121.44251899999999)",,,
43165,全家便利商店(淡水新盛店),新北市,新北市淡水區新民街１２２號,賣場與商店,3.0 Android 横屏5口,43,65,2020/12/14 13:57,显示,121.4377667,25.177704,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,5,"(25.177704000000002, 121.43776670000001)",,,
43154,全家便利商店(淡水麗景店),新北市,新北市淡水區學府路３０號,賣場與商店,3.0 Android 横屏5口,124,158,2020/12/14 13:49,显示,121.4479292,25.16855,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.9,"(25.16855, 121.44792920000002)",,,
43168,全家便利商店(淡水青水店),新北市,新北市淡水區清水街９－５號,賣場與商店,3.0 Android 横屏5口,39,60,2020/12/14 13:43,显示,121.4446234,25.1702512,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,2.6,"(25.1702512, 121.44462340000001)",,,
43157,全家便利商店(淡水登峰店),新北市,新北市淡水區中正東路二段２７號,賣場與商店,3.0 Android 横屏5口,11,14,2020/12/14 13:38,显示,121.4597424,25.1567269,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.9,"(25.156726899999995, 121.45974240000001)",,,
43153,全家便利商店(淡水財庫店),新北市,新北市淡水區學府路１３６巷４６號,賣場與商店,3.0 Android 横屏5口,35,62,2020/12/14 13:38,显示,121.4522579,25.1725513,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,2.7,"(25.172551300000002, 121.45225790000002)",,,
43164,全家便利商店(淡水富山店),新北市,新北市淡水區水源街二段１７７巷６７號,賣場與商店,3.0 Android 横屏5口,71,107,2020/12/14 13:37,显示,121.4524151,25.1772162,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.4,"(25.177216199999997, 121.45241509999998)",,,
43158,全家便利商店(淡水新天闊店),新北市,新北市淡水區中正東路二段３３號,賣場與商店,3.0 Android 横屏5口,75,81,2020/12/14 13:36,显示,121.4593923,25.1563533,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.6,"(25.1563533, 121.45939229999999)",,,
43134,全家便利商店(中和錦順店),新北市,新北市中和區圓通路３９５號,賣場與商店,3.0 Android 横屏5口,28,54,2020/12/14 13:14,显示,121.489559,24.989012,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,2.7,"(24.989012, 121.48955900000001)",,,
43119,全家便利商店(中和中環店),新北市,新北市中和區中山路三段１１１號１樓,賣場與商店,3.0 Android 横屏5口,41,55,2020/12/13 18:11,显示,121.4751081,25.0076877,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,2.5,"(25.007687699999998, 121.4751081)",,,
43122,全家便利商店(中和國院店),新北市,新北市中和區民安街５１號,賣場與商店,3.0 Android 横屏5口,34,69,2020/12/13 18:10,显示,121.4795801,24.9999843,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.1,"(24.999984299999998, 121.47958009999999)",,,
43107,全家便利商店(蘆洲新福原店),新北市,新北市蘆洲區中原路７０號,賣場與商店,3.0 Android 横屏5口,15,41,2020/12/13 15:24,显示,121.4583114,25.0821265,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,2.3,"(25.0821265, 121.4583114)",,,
43102,全家便利商店(蘆洲長興店),新北市,新北市蘆洲區長安街１６８號,賣場與商店,3.0 Android 横屏5口,113,145,2020/12/13 15:23,显示,121.4592484,25.0832577,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3,"(25.0832577, 121.45924840000002)",,,
43198,全家便利商店(三峽大勇店),新北市,新北市三峽區文化路２５４號,賣場與商店,3.0 Android 横屏5口,32,42,2020/12/12 15:56,显示,121.367134,24.9359345,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,2.8,"(24.935934500000002, 121.36713400000001)",,,
43193,全家便利商店(三峽新莉雅店),新北市,新北市三峽區二鬮路５９之１號,賣場與商店,3.0 Android 横屏5口,11,11,2020/12/12 15:56,显示,121.359866,24.9076856,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,4,"(24.907685600000004, 121.359866)",,,
43104,全家便利商店(蘆洲民星店),新北市,新北市蘆洲區民族路４２４之１號,賣場與商店,3.0 Android 横屏5口,30,42,2020/12/12 15:29,显示,121.474013,25.09198,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.5,"(25.09198, 121.47401299999999)",,,
43187,全家便利商店(三峽金寶店),新北市,新北市三峽區中山路２４０號,賣場與商店,3.0 Android 横屏5口,20,23,2020/12/12 15:29,显示,121.3624212,24.9375125,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,2.6,"(24.9375125, 121.3624212)",,,
43195,全家便利商店(三峽學勝店),新北市,新北市三峽區學勤路１６２號,賣場與商店,3.0 Android 横屏5口,48,58,2020/12/12 15:27,显示,121.3754344,24.9460864,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.1,"(24.9460864, 121.3754344)",,,
43196,全家便利商店(三峽觀成店),新北市,新北市三峽區大觀路８０號,賣場與商店,3.0 Android 横屏5口,55,66,2020/12/12 15:24,显示,121.3741416,24.9462616,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.3,"(24.9462616, 121.3741416)",,,
43201,全家便利商店(三峽峇里店),新北市,新北市三峽區中山路303號,賣場與商店,3.0 Android 横屏5口,22,22,2020/12/12 15:23,显示,121.3612761,24.9376461,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.8,"(24.937646100000002, 121.3612761)",,,
43149,全家便利商店(五股高亞店),新北市,新北市五股區興珍里中興路一段１４２號１４２之１號一,賣場與商店,3.0 Android 横屏5口,101,107,2020/12/11 21:52,显示,121.4649375,25.0738031,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.8,"(25.07380310000001, 121.4649375)",,,
43084,全家便利商店(樹林車站店),新北市,新北市樹林區後站街８號,賣場與商店,3.0 Android 横屏5口,80,89,2020/12/11 21:51,显示,121.424217,24.991476,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.8,"(24.991476000000002, 121.424217)",,,
43146,全家便利商店(五股五權店),新北市,新北市五股區五工五路３４號,賣場與商店,3.0 Android 横屏5口,25,11,2020/12/11 21:50,显示,121.450398,25.0662108,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,2.1,"(25.0662108, 121.45039799999999)",,,
43075,全家便利商店(樹林新全球店),新北市,新北市樹林區中華路２９１號,賣場與商店,3.0 Android 横屏5口,38,45,2020/12/11 21:50,显示,121.4168978,24.9801352,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,2.2,"(24.9801352, 121.41689779999999)",,,
43091,全家便利商店(樹林台鐵店),新北市,新北市樹林區鎮前街１１２號,賣場與商店,3.0 Android 横屏5口,124,136,2020/12/11 21:49,显示,121.4244296,24.9913972,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.3,"(24.991397199999998, 121.42442959999998)",,,
43083,全家便利商店(樹林俊信店),新北市,新北市樹林區俊英街１１８號,賣場與商店,3.0 Android 横屏5口,12,15,2020/12/11 21:49,显示,121.427509,25.00571,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,2.8,"(25.00571, 121.42750900000001)",,,
