ID,商家名稱,省,地址,商家類型,設備類型,累計租借數,累計歸還數,入駐時間,点位,経度,緯度,週一營業時間,週二營業時間,週三營業時間,週四營業時間,週五營業時間,週六營業時間,週日營業時間,新商家類型(python 字典)(子榕),離捷運/火車站距離(抓api爬下來)(恩嘉),是否內用(有就當賺到),座位數(有就當賺到),"google, fb 評價(爬蟲)(恩嘉)",loc,mrt,mrt 中文,time
17890,壹咖啡(文山忠順店),臺北市,台北市文山區忠順街一段101號,餐飲美食,,17,22,2020/1/6 13:43,显示,121.5591146,24.9841564,"08:00:00,21:00:00","08:00:00,21:00:00","08:00:00,21:00:00","08:00:00,21:00:00","08:00:00,21:00:00","08:00:00,21:00:00","08:00:00,21:00:00",,,,,3.9,"(24.9841564, 121.5591146)",Dapinglin Station,大坪林站,1800
21827,三川食事屋,,台北市大安區延吉街157-1號,餐飲美食,,1,1,2020/1/5 23:32,显示,0,0,"11:30:00,22:00:00","11:30:00,22:00:00","11:30:00,22:00:00","11:30:00,22:00:00","11:30:00,22:00:00","11:30:00,22:00:00","11:30:00,22:00:00",,,,,4.3,"(0.0, 0.0)",Sun Yat-Sen Memorial Hall Station,國父紀念館站,240
21824,螢火蟲居酒屋142,,台北市大安區大安路一段16巷10弄2號,餐飲美食,,0,0,2020/1/5 23:12,显示,0,0,"18:00:00,23:59:59","18:00:00,23:59:59","18:00:00,23:59:59","18:00:00,23:59:59","18:00:00,23:59:59","18:00:00,23:59:59","18:00:00,23:59:59",,,,,4.6,"(0.0, 0.0)",Zhongxiao Fuxing Station,捷運忠孝復興站,300
21818,原火鍋,,台北市松山區南京東路五段66巷18號,餐飲美食,,1,1,2020/1/5 0:13,显示,0,0,"11:30:00,22:00:00","11:30:00,22:00:00","11:30:00,22:00:00","11:30:00,22:00:00","11:30:00,22:00:00","11:30:00,22:00:00","11:30:00,22:00:00",,,,,4.8,"(0.0, 0.0)",Nanjing Sanmin Station,南京三民站,300
10672,台北花市,臺北市,台北市內湖區新湖三路28號,賣場與商店,3.0 Android 竖屏20口,111,90,2020/1/2 16:49,显示,121.5741724,25.0631665,"04:00:00,12:00:00","04:00:00,12:00:00","04:00:00,12:00:00","04:00:00,12:00:00","04:00:00,12:00:00","04:00:00,12:00:00","04:00:00,12:00:00",,,,,4.3,"(25.0631665, 121.57417240000002)",Wende Station,文德站,2100
21759,蒔楓洗鞋,,台北市士林區文林路762-1號,生活服務,,0,0,2019/12/31 2:50,显示,0,0,"12:30:00,21:00:00","12:30:00,21:00:00","12:30:00,21:00:00","12:30:00,21:00:00","12:30:00,21:00:00","12:30:00,21:00:00","12:30:00,21:00:00",,,,,4.6,"(0.0, 0.0)",Zhishan Station,芝山站,300
21758,長疆羊肉爐 北投店,,台北市北投區西安街二段209號,餐飲美食,,0,0,2019/12/31 2:42,显示,0,0,"04:00:00,23:59:59","04:00:00,23:59:59","04:00:00,23:59:59","04:00:00,23:59:59","04:00:00,23:59:59","04:00:00,23:59:59","04:00:00,23:59:59",,,,,4.2,"(0.0, 0.0)",Qili-An,唭哩岸站,240
21757,聚星音樂會館,,台北市士林區延平北路七段126號,餐飲美食,,0,0,2019/12/31 2:35,显示,0,0,"14:00:00,02:00:00","14:00:00,02:00:00","14:00:00,02:00:00","14:00:00,02:00:00","14:00:00,02:00:00","14:00:00,02:00:00","14:00:00,02:00:00",,,,,4.3,"(0.0, 0.0)",,,
21755,加寶多 寧安店,,台北市松山區寧安街7巷7號,餐飲美食,,0,0,2019/12/31 2:21,显示,0,0,"05:30:00,12:40:00","05:30:00,12:40:00","05:30:00,12:40:00","05:30:00,12:40:00","05:30:00,12:40:00","05:30:00,12:40:00","05:30:00,12:40:00",,,,,4.1,"(0.0, 0.0)",Taipei Arena Station,台北小巨蛋站,300
21754,三姊妹麵食館,,台北市大同區延平北路四段56號,餐飲美食,,0,0,2019/12/31 2:10,显示,0,0,"11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00",,,,,4.6,"(0.0, 0.0)",Yuanshan Station,捷運圓山站,780
21753,USAY,,台北市大安區永康街2巷2號,生活服務,,0,0,2019/12/31 1:59,显示,0,0,"11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00",,,,,5,"(0.0, 0.0)",,,
21750,毛旅寵物旅館,,台北市中山區長安東路二段232號,旅館住宿,,0,0,2019/12/31 0:26,显示,0,0,"10:30:00,20:30:00","10:30:00,20:30:00","10:30:00,20:30:00","10:30:00,20:30:00","10:30:00,20:30:00","10:30:00,20:30:00","10:30:00,20:30:00",,,,,5,"(0.0, 0.0)",Nanjing Fuxing Station,捷運南京復興站,360
21749,毛日子寵物精品概念店,,台北市中山區遼寧街45巷36號,生活服務,,0,0,2019/12/31 0:23,显示,0,0,"10:30:00,20:30:00","10:30:00,20:30:00","10:30:00,20:30:00","10:30:00,20:30:00","10:30:00,20:30:00","10:30:00,20:30:00","10:30:00,20:30:00",,,,,5,"(0.0, 0.0)",Nanjing Fuxing Station,捷運南京復興站,300
21744,雞湯麵線,,台北市松山區延吉街8-1號,餐飲美食,,0,0,2019/12/30 13:44,显示,0,0,"07:30:00,21:30:00","07:30:00,21:30:00","07:30:00,21:30:00","07:30:00,21:30:00","07:30:00,21:30:00","07:30:00,21:30:00","07:30:00,21:30:00",,,,,4.4,"(0.0, 0.0)",Taipei Arena Station,台北小巨蛋站,420
21743,雲通訊,,台北市松山區八德路3段142號,生活服務,,0,0,2019/12/30 13:41,显示,0,0,"12:00:00,21:30:00","12:00:00,21:30:00","12:00:00,21:30:00","12:00:00,21:30:00","12:00:00,21:30:00","12:00:00,21:30:00","12:00:00,21:30:00",,,,,5,"(0.0, 0.0)",Taipei Arena Station,台北小巨蛋站,420
21691,泓源水產-痛風小棧,臺北市,台北市士林區至善路二段280號,餐飲美食,,1,1,2019/12/30 4:50,显示,121.5484925,25.1023554,"11:00:00,23:00:00","11:00:00,23:00:00","11:00:00,23:00:00","11:00:00,23:00:00","11:00:00,23:00:00","11:00:00,23:00:00","11:00:00,23:00:00",,,,,4.1,"(25.102355399999997, 121.54849250000001)",Shilin Station,士林站,2160
21686,Lucky Strike,,台北市文山區羅斯福路六段223號,餐飲美食,,1,1,2019/12/30 4:46,显示,0,0,"19:00:00,23:59:00","19:00:00,23:59:00","19:00:00,23:59:00","19:00:00,23:59:00","19:00:00,23:59:00","19:00:00,23:59:00","19:00:00,23:59:00",,,,,4.6,"(0.0, 0.0)",Jingmei Station,景美站,240
21683,WeClassic 唯典客,,台北市大安區光復南路420巷10號,餐飲美食,,1,1,2019/12/30 2:08,显示,0,0,"11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00",,,,,4.6,"(0.0, 0.0)",Xinyi Anhe Station,信義安和站,480
21637,美儷娃百貨館,,台北市士林區大東路15-33號,賣場與商店,,0,0,2019/12/28 23:23,显示,0,0,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,5,"(0.0, 0.0)",Jiantan Station,劍潭站,420
15886,E.R.C. cafe,臺北市,台北市內湖區新湖一路200號,餐飲美食,3.0 Android 横屏5口,82,61,2019/12/20 15:05,显示,121.5804956,25.0611717,"11:30:00,21:00:00","11:30:00,21:00:00","11:30:00,21:00:00","11:30:00,21:00:00","11:30:00,21:00:00","11:30:00,21:00:00","11:30:00,21:00:00",,,,,3.9,"(25.0611717, 121.5804956)",Songshan Station,捷運松山站,1320
9823,BAO SKR(天母店),臺北市,台北市士林區天母東路38-1號,餐飲美食,,2,3,2019/6/27 8:36,显示,121.5327717,25.1178904,"11:30:00,20:30:00","11:30:00,20:30:00","11:30:00,20:30:00","11:30:00,20:30:00","11:30:00,20:30:00","11:30:00,20:30:00","11:30:00,20:30:00",,,,,4.4,"(25.117890399999997, 121.5327717)",Mingde,明德站,1680
9644,蒔蘿香草蔬食餐廳 - 天母店,臺北市,台北市士林區天母東路96號,餐飲美食,3.0 Android 横屏5口,54,42,2019/6/25 11:14,显示,121.5363779,25.1179379,"11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00",,,,,4,"(25.117937899999998, 121.5363779)",Mingde,明德站,1920
9645,熊cafe x 輪轉單車,臺北市,台北市士林區天母東路69巷5號,餐飲美食,3.0 Android 横屏5口,37,36,2019/6/25 11:13,显示,121.534222,25.118888,"10:30:00,20:30:00","10:30:00,20:30:00","10:30:00,20:30:00","10:30:00,20:30:00","10:30:00,20:30:00","10:30:00,20:30:00","10:30:00,20:30:00",,,,,5,"(25.118888000000002, 121.534222)",Mingde,明德站,1860
9421,1988潛水家,臺北市,台北市松山區健康路408號,運動,,0,0,2019/6/21 9:26,显示,121.5667788,25.054132,"11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00",,,,,4.5,"(25.054132, 121.5667788)",Nanjing Sanmin Station,南京三民站,360
9132,至善釣蝦場,臺北市,台北市士林區至善路三段13號,生活服務,3.0 Android 竖屏20口,380,397,2019/6/16 21:18,显示,121.562144,25.112009,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,4,"(25.112009, 121.56214399999999)",Zhishan Station,芝山站,3840
15325,愛羅吧機器人牛肉麵館,臺北市,台北市松山區興安街212號,餐廳,,1,1,2019/9/25 10:24,显示,121.4151882,24.9814965,"09:30:00,20:00:00","09:30:00,20:00:00","09:30:00,20:00:00","09:30:00,20:00:00","09:30:00,20:00:00","09:30:00,20:00:00","09:30:00,20:00:00",,,,,3.9,"(24.9814965, 121.4151882)",Zhongshan Junior High School Station,中山國中站,540
9606,S2O,臺北市,台北市中山區濱江街5號,夜生活,,499,486,2019/9/10 11:30,显示,121.32159,25.04298,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,4.1,"(25.04298, 121.32158999999999)",Yuanshan Station,捷運圓山站,1020
11272,極蜆鍋物,臺北市,台北市松山區民生東路五段237號,餐廳,,5,5,2019/8/14 10:44,显示,121.566196,25.0593693,"12:00:00,22:30:00","12:00:00,22:30:00","12:00:00,22:30:00","12:00:00,22:30:00","12:00:00,22:30:00","12:00:00,22:30:00","12:00:00,22:30:00",,,,,3.9,"(25.0593693, 121.56619599999999)",Nanjing Sanmin Station,南京三民站,900
11185,Humble beginnings Café,臺北市,台北市士林區中山北路七段36之1號,餐飲美食,3.0 Android 横屏5口,187,194,2019/8/14 10:39,显示,121.5311824,25.120054,"08:30:00,21:00:00","08:30:00,21:00:00","08:30:00,21:00:00","08:30:00,21:00:00","08:30:00,21:00:00","08:30:00,21:00:00","08:30:00,21:00:00",,,,,4.3,"(25.120054, 121.5311824)",Mingde,明德站,1620
24590,電流蒸汽 Current Vape 電子菸專賣店(汐止店),,新北市汐止區大同路二段348號,賣場與商店,,16,22,2020/3/31 17:01,显示,121.656818,25.066942,"14:00:00,23:00:00","14:00:00,23:00:00","14:00:00,23:00:00","14:00:00,23:00:00","14:00:00,23:00:00","14:00:00,23:00:00","14:00:00,23:00:00",,,,,5,"(25.066942, 121.65681799999999)",,,
26789,起家雞(中和員山店),臺北市,新北市中和區員山路116號1樓,餐飲美食,3.0 Android 横屏5口,28,31,2020/3/31 15:58,显示,121.481234,24.9957839,"11:00:00,20:00:00","11:00:00,20:00:00","11:00:00,20:00:00","11:00:00,20:00:00","11:00:00,20:30:00","11:00:00,20:30:00","11:00:00,20:00:00",,,,,4.4,"(24.9957839, 121.48123400000001)",Qiaohe Station,捷運橋和站,1500
26787,起家雞(汐止康寧店),臺北市,新北市汐止區康寧街466號,餐飲美食,3.0 Android 横屏5口,10,26,2020/3/31 15:58,显示,121.6318817,25.0683269,"11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00",,,,,4.3,"(25.0683269, 121.63188170000001)",Donghu Station,捷運東湖站,1500
15087,梁記手作豆花（永和信義店）,新北市,新北市永和區信義路1號,餐飲美食,,73,100,2020/3/30 17:09,显示,121.5143209,25.0117181,"11:00:00,22:30:00","11:00:00,22:30:00","11:00:00,22:30:00","11:00:00,22:30:00","11:00:00,22:30:00","11:00:00,22:30:00","11:00:00,22:30:00",,,,,3.8,"(25.0117181, 121.5143209)",Dingxi Station,頂溪站,120
18570,一間小餐館,新北市,新北市淡水區北新路184巷214號,餐飲美食,3.0 Android 横屏5口,9,14,2020/3/10 13:26,显示,121.4512589,25.1768611,"12:00:00,22:00:00","12:00:00,22:00:00","12:00:00,22:00:00","12:00:00,22:00:00","12:00:00,22:00:00","12:00:00,22:00:00","12:00:00,22:00:00",,,,,4.1,"(25.1768611, 121.45125890000001)",Tamsui Station,淡水站,1260
24591,爆Q美式炸雞(汐止店),新北市,新北市汐止區大同路二段312巷3號,餐飲美食,3.0 Android 横屏5口,57,72,2020/3/9 13:24,显示,121.65593,25.066461,"11:30:00,21:00:00","11:30:00,21:00:00","11:30:00,21:00:00","11:30:00,21:00:00","11:30:00,21:00:00","11:30:00,21:00:00","11:30:00,21:00:00",,,,,4.5,"(25.066461, 121.65593)",Taipei Nangang Exhibition Center Station,捷運南港展覽館站,3240
25718,沏座-樹新店,,新北市樹林區樹新路40-6號,餐飲美食,,0,0,2020/3/3 0:03,不显示,121.4284422,24.9955033,"11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00",,,,,3.8,"(24.9955033, 121.4284422)",MRT Haishan Station,海山站,2400
24095,起家雞(淡水中山店),新北市,新北市淡水區中山北路一段54號1樓,餐飲美食,3.0 Android 横屏5口,78,114,2020/3/2 16:30,显示,121.44207,25.175798,"11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00",,,,,4.5,"(25.175798, 121.44207)",Tamsui Station,淡水站,900
22813,三峽老街扭蛋店,新北市,新北市三峽區民權街135號,賣場與商店,3.0 Android 横屏5口,37,36,2020/2/29 11:06,显示,121.368901,24.93206,"10:00:00,20:00:00","10:00:00,20:00:00","10:00:00,20:00:00","10:00:00,20:00:00","10:00:00,20:00:00","10:00:00,20:00:00","10:00:00,20:00:00",,,,,4.1,"(24.93206, 121.368901)",,,
25637,洪阿內的食在,,新北市新店區文化路21巷2號,餐飲美食,,1,1,2020/2/29 5:05,显示,0,0,"11:00:00,20:30:00","11:00:00,20:30:00","11:00:00,20:30:00","11:00:00,20:30:00","11:00:00,20:30:00","11:00:00,20:30:00","11:00:00,20:30:00",,,,,4.1,"(0.0, 0.0)",Qizhang Station,七張站,250
23433,好瓢亮BelloRistorante,新北市,新北市汐止區新興路8號,餐飲美食,3.0 Android 横屏5口,56,71,2020/2/26 18:28,显示,121.65618,25.064834,"11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00",,,,,4.2,"(25.064834, 121.65618)",Taipei Nangang Exhibition Center Station,捷運南港展覽館站,3240
18361,泡泡龍茶飲專賣,新北市,新北市三峽區民生街171號,飲料店,,2,2,2020/2/26 17:04,显示,121.3723595,24.934743,"09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00","09:00:00,22:00:00",,,,,3.9,"(24.934743, 121.3723595)",Taipei Bridge Station,台北橋站,120
22814,天成咖啡,新北市,新北市三重區重新路一段111號,餐飲美食,,96,103,2020/2/24 14:51,显示,121.50041,25.063296,"08:00:00,21:00:00","08:00:00,21:00:00","08:00:00,21:00:00","08:00:00,21:00:00","08:00:00,21:00:00","08:00:00,21:00:00","08:00:00,21:00:00",,,,,3.9,"(25.063295999999998, 121.50041)",,,
22811,Sesa洗衣吧(三峽大同店),新北市,新北市三峽區大同路5巷5號,生活服務,3.0 Android 横屏5口,39,44,2020/2/24 11:38,显示,121.3779,24.928908,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,4.1,"(24.928908, 121.3779)",,,
23434,喫飽早午餐(汐止復興店),新北市,新北市汐止區復興路21號,餐飲美食,3.0 Android 横屏5口,128,123,2020/2/24 10:17,显示,121.656264,25.063964,"07:30:00,15:30:00","07:30:00,15:30:00","07:30:00,15:30:00","07:30:00,15:30:00","07:30:00,15:30:00","07:30:00,15:30:00","07:30:00,15:30:00",,,,,4.3,"(25.063964000000002, 121.656264)",,,
24284,金色三麥(新莊店),新北市,新北市新莊區五工路66號1樓,餐飲美食,3.0 Android 横屏5口,195,207,2020/2/20 15:18,显示,121.45839,25.063727,"11:00:00,23:59:59","11:00:00,23:59:59","11:00:00,23:59:59","11:00:00,23:59:59","11:00:00,23:59:59","11:00:00,23:59:59","11:00:00,23:59:59",,,,,4.3,"(25.063727, 121.45839)",,桃園機場捷運 A3 新北產業園區站 ,210
22177,W BAR,,新北市淡水區北新路182巷42號,餐飲美食,,0,0,2020/2/15 15:19,显示,121.44852,25.177835,"20:00:00,23:59:00","20:00:00,23:59:00","20:00:00,23:59:00","20:00:00,23:59:00","20:00:00,23:59:00","20:00:00,23:59:00","20:00:00,23:59:00",,,,,4.4,"(25.177835, 121.44852)",Tamsui Station,淡水站,1110
21703,爪力全開-汐止水源店,新北市,新北市汐止區水源路一段190巷4號,賣場與商店,3.0 Android 横屏5口,147,186,2020/2/15 11:43,显示,121.654724,25.061852,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.3,"(25.061852, 121.654724)",,,
21740,魔力屋商行(淡水店）,,新北市淡水區英專路81號.88號,賣場與商店,,5,5,2020/2/14 18:42,显示,0,0,"10:30:00,22:30:00","10:30:00,22:30:00","10:30:00,22:30:00","10:30:00,22:30:00","10:30:00,22:30:00","10:30:00,22:30:00","10:30:00,22:30:00",,,,,4.2,"(0.0, 0.0)",Tamsui Station,淡水站,360
21701,爪力全開-汐止大同店,,新北市汐止區大同路一段315號,賣場與商店,,7,12,2020/2/14 15:09,显示,121.63776,25.059524,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,3.3,"(25.059524, 121.63776000000001)",,,
21741,老淡水餐廳,新北市,新北市淡水區淡金路一段166號,餐飲美食,3.0 Android 竖屏20口,69,131,2020/2/13 9:36,显示,121.45184,25.1801032,"11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00",,,,,4,"(25.1801032, 121.45183999999999)",Tamsui Station,淡水站,1620
21862,簏籩串場,新北市,新北市淡水區學府路60-9號,餐飲美食,3.0 Android 横屏5口,126,147,2020/2/12 16:06,显示,121.4485,25.169878,"18:00:00,23:59:59","18:00:00,23:59:59","18:00:00,23:59:59","18:00:00,23:59:59","18:00:00,23:59:59","18:00:00,23:59:59","18:00:00,23:59:59",,,,,4.5,"(25.169878, 121.4485)",Tamsui Station,淡水站,330
19165,千歲町日式炭火燒肉店,新北市,新北市永和區永和路二段235-2號,餐飲美食,3.0 Android 横屏5口,116,164,2020/2/11 17:42,显示,121.5153702,25.0143115,"17:00:00,23:59:00","17:00:00,23:59:00","17:00:00,23:59:00","17:00:00,23:59:00","17:00:00,23:59:00","17:00:00,23:59:00","17:00:00,23:59:00",,,,,4.4,"(25.014311499999998, 121.5153702)",Dingxi Station,頂溪站,26
21739,魔力屋生活館(蘆洲店）,新北市,新北市蘆洲區長安街212號,賣場與商店,,4,9,2020/2/11 17:19,显示,121.45861,25.08434,"10:30:00,22:30:00","10:30:00,22:30:00","10:30:00,22:30:00","10:30:00,22:30:00","10:30:00,22:30:00","10:30:00,22:30:00","10:30:00,22:30:00",,,,,4,"(25.08434, 121.45861000000001)",,蘆洲站,974
21688,農夫彼得x創意廚房x健康便當,新北市,新北市三重區自強路五段101號,餐飲美食,3.0 Android 横屏5口,4,4,2020/2/11 11:41,显示,121.495039,25.082304,"08:00:00,19:30:00","08:00:00,19:30:00","08:00:00,19:30:00","08:00:00,19:30:00","08:00:00,19:30:00","08:00:00,19:30:00","08:00:00,19:30:00",,,,,4.7,"(25.082304, 121.49503899999999)",Sanhe Junior High School Station,三和國中站,825
20487,拾回咖啡,新北市,新北市新莊區和興街3號1樓,餐飲美食,3.0 Android 横屏5口,156,162,2020/2/10 12:28,显示,121.447361,25.038945,"11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00",,,,,4.2,"(25.038945000000002, 121.44736100000001)",,,
21641,太將鍋樹林店,新北市,新北市樹林區復興路37號,餐飲美食,3.0 Android 横屏5口,43,55,2020/2/10 11:53,显示,121.422097,24.993676,"11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00",,,,,4.1,"(24.993676, 121.422097)",,新莊站,540
9480,星星牛排咖啡,新北市,新北市淡水區中正路11-4號,餐飲美食,3.0 Android 横屏5口,114,91,2019/6/25 11:31,显示,121.4433217,25.1694189,"11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00","11:00:00,21:30:00",,,,,4,"(25.1694189, 121.4433217)",Tamsui Station,淡水站,183
8931,八里s-Box市集 大型扭蛋機,新北市,新北市八里區龍米路二段200巷5號,賣場與商店,3.0 Android 横屏5口,7,5,2019/6/13 12:38,显示,121.4334281,25.1592818,"08:00:00,20:00:00","08:00:00,20:00:00","08:00:00,20:00:00","08:00:00,20:00:00","08:00:00,20:00:00","08:00:00,20:00:00","08:00:00,20:00:00",,,,,4.1,"(25.1592818, 121.4334281)",,,
8930,八里s-Box市集,新北市,新北市八里區龍米路二段200巷5號,賣場與商店,3.0 Android 横屏5口,7,4,2019/6/13 12:37,显示,121.4334281,25.1592818,"08:00:00,20:00:00","08:00:00,20:00:00","08:00:00,20:00:00","08:00:00,20:00:00","08:00:00,20:00:00","08:00:00,20:00:00","08:00:00,20:00:00",,,,,4.1,"(25.1592818, 121.4334281)",,,
8941,樂tea(淡水博愛店）,新北市,新北市淡水區博愛街22號,餐飲美食,3.0 Android 横屏5口,196,209,2019/6/13 12:33,显示,121.4461537,25.1696678,"11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00","11:00:00,22:00:00",,,,,4.1,"(25.16966780000001, 121.4461537)",,,
8661,947修手機 樹林店,新北市,新北市樹林區育英街27號,生活服務,,29,27,2019/6/4 16:54,显示,121.4208501,24.989314,"11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00","11:00:00,21:00:00",,,,,4.3,"(24.989314, 121.4208501)",,,
8503,蝦太郎餐廳,新北市,新北市林口區中山路299號,餐飲美食,3.0 Android 横屏5口,14,14,2019/5/30 9:32,显示,121.3839133,25.0801424,"16:00:00,02:00:00","16:00:00,02:00:00","16:00:00,02:00:00","16:00:00,02:00:00","16:00:00,02:00:00","16:00:00,02:00:00","16:00:00,02:00:00",,,,,4,"(25.0801424, 121.38391329999999)",,,
8176,台灣華人德州撲克競技協會(新莊館),新北市,新北市新莊區幸福路803號2樓,生活服務,,15,14,2019/5/21 16:05,显示,121.4460294,25.0489486,"17:00:00,02:00:00","17:00:00,02:00:00","17:00:00,02:00:00","17:00:00,02:00:00","17:00:00,02:00:00","17:00:00,02:00:00","17:00:00,02:00:00",,,,,3.4,"(25.0489486, 121.4460294)",,,
7457,相撲大雞排(保福店),新北市,新北市永和區保福路二段96號,賣場與商店,,1,2,2019/4/29 12:53,显示,121.5102,25.0136202,"16:00:00,00:30:00","16:00:00,00:30:00","16:00:00,00:30:00","16:00:00,00:30:00","16:00:00,00:30:00","16:00:00,00:30:00","16:00:00,00:30:00",,,,,3.3,"(25.0136202, 121.5102)",,,
7224,金仙魚丸(三重大同店),新北市,新北市三重區大同北路13號,餐飲美食,,31,37,2019/4/24 14:00,显示,121.4955695,25.0623904,"10:30:00,20:30:00","10:30:00,20:30:00","10:30:00,20:30:00","10:30:00,20:30:00","10:30:00,20:30:00","10:30:00,20:30:00","10:30:00,20:30:00",,,,,3.8,"(25.062390399999998, 121.4955695)",,,
14384,邀月茶坊,臺北市,台北市文山區指南路三段40巷6號,餐飲美食,3.0 Android 横屏5口,587,575,2019/11/11 13:54,显示,121.5972088,24.9675075,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,4.3,"(24.9675075, 121.5972088)",,,
13890,阿義師的大茶壺茶餐廳,臺北市,台北市文山區指南路三段38巷37-1號,餐飲美食,3.0 Android 横屏5口,123,120,2019/11/11 13:54,显示,121.591771,24.968691,"10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00","10:00:00,22:00:00",,,,,3.5,"(24.968691, 121.591771)",,,
13891,阿義師頂級魯肉飯,臺北市,台北市文山區指南路二段219號,餐飲美食,3.0 Android 横屏5口,24,28,2019/11/11 13:54,显示,121.5789727,24.9866897,"11:00:00,20:30:00","11:00:00,20:30:00","11:00:00,20:30:00","11:00:00,20:30:00","11:00:00,20:30:00","11:00:00,20:30:00","11:00:00,20:30:00",,,,,3.5,"(24.9866897, 121.5789727)",,,
13892,紅木屋 Red wood house,臺北市,台北市文山區指南路三段38巷31號,餐飲美食,3.0 Android 横屏5口,50,37,2019/11/8 15:09,显示,121.5905,24.967072,"10:30:00,21:00:00","10:30:00,21:00:00","10:30:00,21:00:00","10:30:00,21:00:00","10:30:00,21:00:00","10:30:00,21:00:00","10:30:00,21:00:00",,,,,4.2,"(24.967072, 121.5905)",,,
15098,梁記手作豆花（萬華萬大店）,臺北市,台北市萬華區萬大路255號,餐飲美食,,4,8,2019/11/8 1:55,显示,121.4995615,25.0236907,"12:30:00,21:30:00","12:30:00,21:30:00","12:30:00,21:30:00","12:30:00,21:30:00","12:30:00,21:30:00","12:30:00,21:30:00","12:30:00,21:30:00",,,,,4.1,"(25.0236907, 121.4995615)",,,
30210,真善坊,臺北市,台北市大安區樂業街106號,餐飲美食,,0,0,2020/6/20 10:49,不显示,0,0,"00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59","00:00:00,23:59:59",,,,,4,"(0.0, 0.0)",,,
